Artifact #,site,period,additional looks,class,is_valid,indicative,additional,material,height[cm],width[cm],diameter[cm],length[cm],object name,,orig site,orig period
4788,`Atlit,Persian,0,83,1,yes,,Bronze,none,none,15.7,,Mirror;,,`Atlit,Persian
4789,Kavul,Early Byzantine,1,138,1,yes,,Lead,none,none,none,,"Mirror;Decorated in Relief, Geometrical Pattern, Herringbone Pattern",,Kavul,Early Byzantine
4790,'Asida- Kh.,Byzantine,1,841,1,yes,,Bone,none,none,none,,Handle;Mirror;Engraved,,'Asida- Kh.,Byzantine
4791,Kabri,Pottery Neolithic B / Pre-Ghassulian Chalcolithic,2,247,1,yes,,Obsidian,none,none,none,,Mirror;,,Kabri,Pottery Neolithic B / Pre-Ghassulian Chc
4792,`Akko- Persian Garden,Late Bronze II,2,43,1,yes,,Bronze,none,none,none,,"Mirror;Egyptian, Decorated in Relief",,`Akko- Persian Garden,Late Bronze II
4793,Ashkelon,Roman,6,229,1,yes,,Bronze,none,none,14.7,,"Mirror;Handled, Decorated with human figures",,"אשקלון-ליד    בה""ס    בכפר    ג'ורה        Askhlekon        area",Roman
4794,Jerusalem- Rehov Salah ed-Din- Ministry of Justice,Late Roman,1,74,1,yes,,Lead,none,none,none,,"Mirror;Miniature, Decorated in Relief, Human Head",,Jerusalem- Rehov Salah ed-Din- Ministry of Justice,Late Roman
4795,`Ujul- T. el-,Late Bronze II,0,31,1,yes,,Bronze,none,none,none,,Mirror;,,`Ujul- T. el-,Late Bronze II
4796,Nizzana,Byzantine,0,100,1,yes,,Pottery,none,none,13.3,,"Mirror;Decorated in Relief, Concentric Circles, Geometrical Pattern, Painted",,Nizzana,Byzantine
4797,Ono,Byzantine,1,204,1,yes,,Pottery,none,none,8.9,,"Mirror;Circular, Decorated in Relief, Geometrical Pattern, Concentric Circles",,Ono,Byzantine
4798,קבר  אל  בסה  El  Basseh,Byzantine,0,622,1,yes,,Limestone,none,4.1,none,,"Fragment;Mirror;Engraved, Amphora",,קבר  אל  בסה  El  Basseh,Byzantine
4799,Bet Neqofa,Middle Roman - Late Roman,0,1130,1,yes,,Bronze,none,4.1,none,,Handle;Mirror (?);,,Bet Neqofa,Middle Roman - Late Roman
4800,Bet Natif- H.,Roman,2,422,1,yes,,Bronze,none,none,none,,"Handle;Mirror (?);Decorated in Relief, Vegetal Pattern",,Bet Natif- H.,Roman
4801,`Atlit,Hellenistic,0,1178,1,yes,,Bone,none,none,none,,Handle;Mirror (?);Carved,,`Atlit,Hellenistic
4802,Nizzana,Late Byzantine,0,197,1,yes,,Pottery,none,none,9.4,,"Mirror, Amulet, Plaque (use unknown);Decorated in Relief, With Geometric Pattern, Painted",,Nizzana,Late Byzantine
4803,Nizzana,Byzantine,0,100,1,yes,,Limestone,none,9.4,none,,"Mirror, Amulet, Plaque (use unknown);",,Nizzana,Byzantine
4804,Bet She'an- T.,Middle Bronze II,2,50,1,yes,,Pottery,none,none,17,,Model;Wheel,,Bet She'an- T.,Middle Bronze II
4805,Gezer- T.,Early Bronze,2,436,1,yes,,Limestone,none,none,none,,"Model;Bed, Engraved, Herringbone Pattern",,Gezer- T.,Early Bronze
4806,Lakhish- T.,Iron II,1,1,1,yes,,Pottery,none,7,none,,Model;Chair,,Lakhish- T.,Iron II
4807,Lakhish- T.,Iron II,2,1,1,yes,,Pottery,none,7.4,none,,Model;Bed,,Lakhish- T.,Iron II
4808,Megiddo- T.,Early Bronze I,1,81,1,yes,,Pottery,none,none,10,,"Model;Wheel, Painted",,Megiddo- T.,Early Bronze I
4809,Bet She'an- T.,Early Bronze I,1,379,1,yes,,Pottery,none,none,none,,Model;Wheel,,Bet She'an- T.,Early Bronze I
4810,Mizpah,Iron II,2,105,1,yes,,Pottery,none,12,none,,Model;Bed,,Mizpah,Iron II
4811,Akhziv,Iron II,0,41,1,yes,,Pottery,none,none,none,,Model;Boat,,Akhziv,Iron II
4812,Sheva`- T.,Iron II,2,167,1,yes,,Pottery,none,none,none,,Model;Bed,,Sheva`- T.,Iron II
4813,Sheva`- T.,Iron II,2,167,1,yes,,Pottery,none,none,none,,Model;Bed,,Sheva`- T.,Iron II
4814,Me`arat Tannur,Middle Palaeolithic,0,37,1,yes,,Bone,none,4.4,none,,Molar;Hipopotamus,,Me`arat Tannur,Middle Palaeolithic
4815,Me`arat Tannur,Middle Palaeolithic,0,37,1,yes,,Bone,none,8,none,,Molar;Hipopotamus,,Me`arat Tannur,Middle Palaeolithic
4816,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman,0,29,1,yes,,Basalt,none,none,none,,Mortar;,,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman (period)
4817,Jericho- T.,Middle Bronze II,1,36,1,yes,,Basalt,none,none,none,,Mortar;,,Jericho- T.,Middle Bronze II
4818,Besamon,Pre-Pottery Neolithic,1,14,1,yes,,Limestone,8.5,none,12.6,,Mortar;,,Besamon,Pre-Pottery Neolithic B
4819,Bet She'an- T.,Middle Bronze II,1,50,1,yes,,Basalt,none,none,24.3,,Mortar;Tripod,,Bet She'an- T.,Middle Bronze II
4820,`Ujul- T. el-,Middle Bronze II,1,22,1,yes,,Basalt,none,none,13.9,,Mortar;Tripod,,`Ujul- T. el-,Middle Bronze II
4821,Me`arat Oren,Natufian,0,80,1,yes,,Limestone,none,none,none,,Mortar;,,Me`arat Oren,Natufian
4822,Me`arat Oren,Natufian,0,80,1,yes,,Limestone,none,none,none,,Mortar;,,Me`arat Oren,Natufian
4823,Me`arat Oren,Natufian,0,80,1,yes,,Limestone,none,none,none,,Mortar;,,Me`arat Oren,Natufian
4824,Qanat el-Ja`ar,Early Bronze IB,1,525,1,yes,,Basalt,none,34.5,none,,"Mortar;Four Handled, Decorated in Relief, Zoomorphic, Ibex",,Qanat el-Ja`ar,Early Bronze IB
4825,Yin`am- T.,Iron IIA,1,887,1,yes,,Basalt,19.5,none,none,,Mortar;,,Yin`am- T.,Iron IIA
4826,Rosh Zayit- H.,Iron II,2,273,1,yes,,Basalt,13,none,17.5,,Mortar;Tripod,,Rosh Zayit- H.,Iron II
4827,Nahal Barqos,Late Neolithic,0,1191,1,yes,,Basalt,16,10.5,none,,Mortar;,,Nahal Barqos,Late Neolithic
4828,Me`arot Yonim,Natufian,1,98,1,yes,,Limestone,none,none,none,,Fragment;Mortar;,,Me`arot Yonim,Natufian
4829,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman,0,29,1,yes,,Basalt,none,none,none,,Mortar;Tripod,,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman (period)
4830,Kokhav ha-Yarden,Crusader,2,398,1,yes,,Limestone,none,31,none,,"Fragment;Mortar, Gaming Board;",,Kokhav ha-Yarden,Crusader
4831,Ashqelon- T. Ashqelon,Byzantine,2,266,1,yes,,Pottery,none,none,none,,"Rim;Mortarium;Impressed with Stamp Seal, Inscribed, Greek",,Ashqelon- T. Ashqelon,Byzantine
4832,Ashqelon- T. Ashqelon,Byzantine,1,266,1,yes,,Pottery,none,none,none,,"Rim;Mortarium;Impressed with Stamp Seal, Inscribed, Greek",,Ashqelon- T. Ashqelon,Byzantine
4833,Haifa- T. Abu Hawwam,Persian,0,219,1,yes,,Pottery,9.6,none,29.6,,Mortarium;,,Haifa- T. Abu Hawwam,Persian
4834,Tel Aviv- T. Qasila,Byzantine,0,1085,1,yes,,Stone,none,none,none,,"Mosaic Floor;Tabula Ansata, Greek, Dedicatory Inscription, Samarian, Geometrical Pattern",,Tel Aviv- T. Qasila,Byzantine
4835,Jerusalem- Har ha-Zofim (east),Byzantine,0,1190,1,yes,,Limestone,none,none,none,,"Fragment;Mosaic Floor;Inscribed, Armenian, Cross",,Jerusalem- Har ha-Zofim (east),Byzantine
4836,`Isfiya,Byzantine,0,735,1,yes,,Stone,none,none,none,,"Fragment;Mosaic Floor;Dedicatory Inscription, Aramaic",,`Isfiya,Byzantine
4837,Jerusalem- Mamilla,Byzantine,0,369,1,yes,,Stone,none,0.86,none,,"Mosaic Floor;Inscribed, Tabula Ansata, Greek",,Jerusalem- Mamilla,Byzantine
4838,`Isfiya,Byzantine,0,735,1,yes,,Stone,none,84,none,,"Plain;Mosaic Floor;Inscribed, Hebrew",,`Isfiya,Byzantine
4839,יריחו  -  Nestorian  Hermitage  Jericho,Early Islamic,1,1004,1,yes,,Stone,none,1.23,none,,"Medallion;Mosaic Floor;Dedicatory Inscription, Syrian",,יריחו  -  Nestorian  Hermitage  Jericho,Early Islamic
4840,Bet Guvrin,Byzantine,0,838,1,yes,,Stone,none,74,none,,"Fragment;Mosaic Floor;Decorated with animal figure, Ox",,Bet Guvrin,Byzantine
4841,Bet Guvrin,Byzantine,0,838,1,yes,,Stone,none,74,none,,"Fragment;Mosaic Floor;Decorated with animal figure, Horse",,Bet Guvrin,Byzantine
4842,Lod,Roman,2,456,1,yes,,Limestone,none,none,none,,"Fragment;Mosaic Floor;Decorated with animal figures, Fish, Ship, Shells",,Lod,Roman
4843,Be'er Sheb'a- Old Beduin Market,Byzantine,0,563,1,yes,,Stone,none,110,none,,Fragment;Mosaic Floor;With Geometric Pattern,,Be'er Sheb'a- Old Beduin Market,Byzantine
4844,Jersusalem- `Arab es-Sawahira,Byzantine,0,306,1,yes,,Stone,none,none,none,,Fragment;Mosaic Floor;With Floral Decoration,,Jersusalem- `Arab es-Sawahira,Byzantine
4845,Jersusalem- `Arab es-Sawahira,Byzantine,0,306,1,yes,,Stone,none,none,none,,"Fragment;Mosaic Floor;Zoomorphic, Fish (?)",,Jersusalem- `Arab es-Sawahira,Byzantine
4846,Jersusalem- `Arab es-Sawahira,Byzantine,0,306,1,yes,,Stone,none,none,none,,Fragment;Mosaic Floor;,,Jersusalem- `Arab es-Sawahira,Byzantine
4847,Jersusalem- `Arab es-Sawahira,Byzantine,0,306,1,yes,,Stone,none,none,none,,Fragment;Mosaic Floor;,,Jersusalem- `Arab es-Sawahira,Byzantine
4848,Jersusalem- `Arab es-Sawahira,Byzantine,0,306,1,yes,,Stone,none,none,none,,Fragment;Mosaic Floor;With Floral Decoration,,Jersusalem- `Arab es-Sawahira,Byzantine
4849,Jersusalem- `Arab es-Sawahira,Byzantine,0,306,1,yes,,Stone,none,none,none,,Fragment;Mosaic Floor;With Floral Decoration,,Jersusalem- `Arab es-Sawahira,Byzantine
4850,Haifa- T. Shiqmona,Byzantine,0,1133,1,yes,,Stone,none,1.6,none,,"Mosaic Floor;Maltese Cross, Crosses, With Geometric Pattern",,Haifa- T. Shiqmona,Byzantine
4851,Jerusalem- Hinnom Valley,Byzantine,0,1247,1,yes,,Stone,none,88,none,,"Fragment;Mosaic Floor;With Vegetal Decoration, Animal/Zoomorphic, Medallions",,Jerusalem- Hinnom Valley,Byzantine
4852,Waziya- Kh. el-,Byzantine,0,312,1,yes,,Stone,none,60,none,,Mosaic Floor;With Geometric Pattern,,Waziya- Kh. el-,Byzantine
4853,Na`aran,Byzantine,0,778,1,yes,,Stone,none,78,none,,"Fragment;Mosaic Floor;With Geometric Pattern, Guilloche",,Na`aran,Byzantine
4854,Shoham,Umayyad-Abbasid,0,1158,1,yes,,Stone,none,173.5,none,,Mosaic Floor;Cross,,Shoham,Umayyad-Abbasid
4855,Shoham,Byzantine,0,959,1,yes,,Stone,none,82,none,,Fragment;Mosaic Floor;With Geometric Pattern,,Shoham,Byzantine
4856,Shoham,Byzantine,0,959,1,yes,,Stone,none,97,none,,Fragment;Mosaic Floor;With Geometric Pattern,,Shoham,Byzantine
4857,Waziya- Kh. el-,Byzantine,6,312,1,yes,,Stone,none,104,none,,"Fragment;Mosaic Floor;With Vegetal Decoration, Camel, Medallions, Zoomorphic",,Waziya- Kh. el-,Byzantine
4858,Yafia`,Byzantine,0,1098,1,yes,,Stone,105,74,none,,"Fragment;Mosaic Floor;Zoomorphic, Medusa, Semi-Divine/Divine Figure, Eagle",,Yafia`,Byzantine
4859,Be'er Sheb'a- Old Beduin Market,Byzantine,0,563,1,yes,,Stone,none,none,none,,"Fragment;Mosaic Floor;Inscribed, Greek",,Be'er Sheb'a- Old Beduin Market,Byzantine
4860,Be'er Sheb'a- Old Beduin Market,Byzantine,0,563,1,yes,,Stone,none,none,none,,"Fragment;Mosaic Floor;Inscribed, Greek, Dedicatory Inscription, Medallion",,Be'er Sheb'a- Old Beduin Market,Byzantine
4861,Huldah Area. 4231-4831,Byzantine,0,1194,1,yes,,Stone,none,50,none,,"Mosaic Floor;Inscribed, Greek, Menorah, Incense Shovel, Shofar, Lulab, Citron",,Huldah Area. 4231-4831,Byzantine
4862,Merot- H.,Byzantine,0,1160,1,yes,,Stone,none,215,none,,"Mosaic Floor;Inscribed, Dedicatory Inscription, Aramaic, With Geometric Pattern, Guilloche, Human Image",,Merot- H.,Byzantine
4863,Makr- el-,Byzantine,0,442,1,yes,,Stone,none,none,none,,"Mosaic Floor;With Geometric Pattern, Medallions, Star of David",,Makr- el-,Byzantine
4864,Makr- el-,Byzantine,0,442,1,yes,,Stone,none,2.05,none,,"Fragment;Mosaic Floor;With Geometric Pattern, With Floral Decoration, Tabula Ansata, Cross",,Makr- el-,Byzantine
4865,Makr- el-,Byzantine,0,442,1,yes,,Stone,none,none,none,,"Mosaic Floor;Inscribed, Dedicatory Inscription, Greek, Tabula Ansata, With Floral Decoration",,Makr- el-,Byzantine
4866,Zomet Pardesiya,Byzantine,0,511,1,yes,,Stone,none,70,none,,Fragment;Mosaic Floor;With Geometric Pattern,,Zomet Pardesiya,Byzantine
4867,Zomet Pardesiya,Byzantine,0,511,1,yes,,Stone,none,none,none,,Fragment;Mosaic Floor;With Geometric Pattern,,Zomet Pardesiya,Byzantine
4868,Zomet Pardesiya,Byzantine,0,511,1,yes,,Stone,none,70,none,,"Fragment;Mosaic Floor;With Vegetal Decoration, Medallions, Vine Tendrils, Grapes",,Zomet Pardesiya,Byzantine
4869,Zomet Pardesiya,Byzantine,0,511,1,yes,,Stone,none,110,none,,"Fragment;Mosaic Floor;With Geometric Pattern, With Vegetal Decoration, Flowers",,Zomet Pardesiya,Byzantine
4870,Lod,Late Byzantine,0,1111,1,yes,,Stone,none,120,none,,"Fragment;Mosaic Floor;Medallion, Amphora, With Vegetal Decoration",,Lod,Late Byzantine
4871,Jersusalem- `Arab es-Sawahira,Byzantine,0,306,1,yes,,Stone,none,none,none,,"Fragment;Mosaic Floor;Animal, Octopus, Gazelle, With Geometric Pattern",,Jersusalem- `Arab es-Sawahira,Byzantine
4872,Jersusalem- `Arab es-Sawahira,Byzantine,0,306,1,yes,,Stone,none,none,none,,Fragment;Mosaic Floor;With Floral Decoration,,Jersusalem- `Arab es-Sawahira,Byzantine
4873,Lod,Roman,1,456,1,yes,,Limestone,none,none,none,,"Fragment;Mosaic Floor;Decorated with animal figures, Lion, Elephant, With Geometric Pattern, Guilloche",,Lod,Roman
4874, Unknown,Byzantine,0,invalid,0,yes,,Stone,none,58,none,,"Fragment;Mosaic Floor;With Geometric Pattern, Guilloche",, Unknown,Byzantine
4875,Na`aran,Byzantine,0,778,1,yes,,Stone,none,62,none,,"Fragment;Mosaic Floor;With Vegetal Decoration, Palm Wood",,Na`aran,Byzantine
4876,Shechem (Ancient Site),Middle Bronze II,3,386,1,yes,,Pottery,none,11.5,none,,Mould;Tool & Weapon,,Shechem (Ancient Site),Middle Bronze II
4877,Bet Mirsham- T.,Middle Bronze II,3,66,1,yes,,Limestone,11.5,17,none,,Mould;Tool & Weapon,,Bet Mirsham- T.,Middle Bronze II
4878,Gezer- T.,Late Bronze (?),3,540,1,yes,,Limestone,none,8.3,none,,Mould;Tool & Weapon,,Gezer- T.,Late Bronze (?)
4879,Megiddo- T.,Early Bronze I,1,81,1,yes,,Clay,4.5,none,none,,Mould;Tool & Weapon,,Megiddo- T.,Early Bronze I
4880,Bet She'an- T.,Late Bronze,0,140,1,yes,,Serpentine,none,none,none,,Mould;Jewel,,Bet She'an- T.,Late Bronze
4881,Zafit- T.,Persian,2,173,1,yes,,Limestone,7,4.5,none,,"Mould;Bell, Decorated with a human figure",,Zafit- T.,Persian
4882,Maresha- T.,Hellenistic,1,0,1,yes,,Pottery,5.7,4,none,,"Mould;Semi-Divine/Divine Figure, Eros",,Maresha- T.,Hellenistic
4883,Maresha- T.,Hellenistic,3,0,1,yes,,Pottery,12,5,none,,"Mould;Female Image, Figure standing",,Maresha- T.,Hellenistic
4884,`Akko,Crusader,1,142,1,yes,,Stone,none,none,none,,Fragment;Mould;,,`Akko,Crusader
4885,Jerusalem- Har Ziyyon,Ottoman (?),0,1260,1,yes,,Soapstone,none,4,none,,Mould;,,Jerusalem- Har Ziyyon,Ottoman (?)
4886,Haifa- T. Abu Hawwam,Late Bronze II,1,34,1,yes,,Steatite,none,4,none,,Mould;Jewel,,Haifa- T. Abu Hawwam,Late Bronze II
4887,Mizpah,Early Bronze I,1,104,1,yes,,Pottery,none,none,none,,Mould (?);,,Mizpah,Early Bronze I
4888,Besamon,Pottery Neolithic,0,28,1,yes,,Limestone,none,9.3,none,,Mould (?);Perforated,,Besamon,Neolithic
4889,Ramat Rahel,Iron II,2,67,1,yes,,Pottery,none,4.2,none,,Mould (?);Female Image,,Ramat Rahel,Iron II
4890,`Ai,Early Bronze II-III,1,175,1,yes,,Pottery,none,none,none,,"Fragment;Mould (?), Crucible (?);",,`Ai,Early Bronze II-III
4891,Megiddo- T.,Late Bronze IIB-Iron I,2,339,1,yes,,Pottery,22.5,none,none,,Body;Mouth-Strainer Jug;Painted,,Megiddo- T.,Late Bronze IIB-Iron I
4892,`Akko- Persian Garden,Late Bronze II,2,43,1,yes,,Gold,none,none,none,,Mouthpiece;,,`Akko- Persian Garden,Late Bronze II
4893,`Akko- Persian Garden,Late Bronze II,0,43,1,yes,,Gold,none,none,none,,Mouthpiece;,,`Akko- Persian Garden,Late Bronze II
4894,`Akko- Persian Garden,Late Bronze II,1,43,1,yes,,Gold,none,none,none,,"Mouthpiece;With Floral Decoration, Rosette",,`Akko- Persian Garden,Late Bronze II
4895,Nahariyya- Canaanite Temple,Middle Bronze II,0,59,1,yes,,Pottery,none,none,none,,Multi-Nozzled Lamp;,,Nahariyya- Canaanite Temple,Middle Bronze II
4896,Caesarea,Early Roman,2,156,1,yes,,Pottery,none,none,none,,"Multi-Nozzled Lamp;Roman Imperial, Decorated in Relief, Vegetal Pattern",,Caesarea,Early Roman (period)
4897,Ashqelon- T. Ashqelon,Early Roman,0,230,1,yes,,Pottery,none,none,none,,Multi-Nozzled Lamp;Ephesus,,Ashqelon- T. Ashqelon,Early Roman (period)
4898,Caesarea,Early Roman,2,156,1,yes,,Pottery,none,none,none,,"Fragment;Multi-Nozzled Lamp;Roman Imperial, Decorated in Relief, Vegetal Pattern",,Caesarea,Early Roman (period)
4899,Ramla,Early Islamic,1,42,1,yes,,Soapstone,3.79,none,none,,Fragment;Multi-Nozzled Lamp;,,Ramla- esh-Sheikh Rihan,Early Islamic
4900,Zuq el-Fauqani ez-,Byzantine,0,180,1,yes,,Pottery,none,9,none,,Multi-Nozzled Lamp;With Geometric Pattern,,Zuq el-Fauqani ez-,Byzantine
4901,Me`arat ha-Nahal,Upper Palaeolithic,1,invalid,1,no,,Flint,none,4.2,none,,Multiple Burin on Truncation;,,Me`arat ha-Nahal,Upper Palaeolithic
4902,Me`arat ha-Nahal,Upper Palaeolithic,2,invalid,1,no,,Flint,none,3,none,,Multiple Burin on Truncation;,,Me`arat ha-Nahal,Upper Palaeolithic
4903,Magharat Shuqba,Middle Palaeolithic,1,invalid,1,no,,Flint,none,2.6,none,,Multiple Burin on Truncation;,,Magharat Shuqba,Middle Palaeolithic
4904,Me`arat Amira,Upper Palaeolithic,1,invalid,1,no,,Flint,none,1.8,none,,Multiple Mixed Burin;,,Me`arat Amira,Upper Palaeolithic
4905,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Flint,none,1.7,none,,Nahal Heimar knife;,,Nahal Hemar,Pre-Pottery Neolithic B
4906,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Flint,none,1.8,none,,Nahal Heimar knife;,,Nahal Hemar,Pre-Pottery Neolithic B
4907,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Flint,none,2.1,none,,Nahal Heimar knife;,,Nahal Hemar,Pre-Pottery Neolithic B
4908,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Flint,none,2.1,none,,Nahal Heimar knife;,,Nahal Hemar,Pre-Pottery Neolithic B
4909,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Flint,none,1.5,none,,Nahal Heimar knife;,,Nahal Hemar,Pre-Pottery Neolithic B
4910,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Flint,none,2.2,none,,Nahal Heimar knife;,,Nahal Hemar,Pre-Pottery Neolithic B
4911,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Flint,none,none,none,,Nahal Heimar knife;,,Nahal Hemar,Pre-Pottery Neolithic B
4912,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Flint,none,1.8,none,,Nahal Heimar knife;,,Nahal Hemar,Pre-Pottery Neolithic B
4913,BURNT HOUSE,Early Roman,0,116,1,yes,,Iron (material),none,none,none,,Nail;,,BURNT HOUSE,Early Roman (period)
4914,BURNT HOUSE,Early Roman,0,116,1,yes,,Bronze,none,none,none,,Nail;,,BURNT HOUSE,Early Roman (period)
4915,Jerusalem- Rehov Salah ed-Din- Ministry of Justice,Late Roman,0,74,1,yes,,Iron (material),none,none,none,,Nail;,,Jerusalem- Rehov Salah ed-Din- Ministry of Justice,Late Roman
4916,Nahal tut,Persian,0,188,1,yes,,Bronze,none,10,2.5,,Nail;,,Nahal tut,Persian
4917,Nahal tut,Persian,0,188,1,yes,,Iron (material),none,7.5,2,,Nail;,,Nahal tut,Persian
4918,Nahal tut,Persian,0,188,1,yes,,Iron (material),none,6.5,2,,Nail;,,Nahal tut,Persian
4919,Nahal tut,Persian,0,188,1,yes,,Bronze,none,12,2.6,,Nail;,,Nahal tut,Persian
4920,Nahal tut,Persian,0,188,1,yes,,Bronze,none,13,2.5,,Nail;,,Nahal tut,Persian
4921,Nahal tut,Persian,0,188,1,yes,,Iron (material),none,10.5,2.2,,Nail;,,Nahal tut,Persian
4922,Jerusalem- Rehov Salah ed-Din- Ministry of Justice,Late Roman,0,74,1,yes,,Iron (material),none,none,none,,"Nail, Vessel;",,Jerusalem- Rehov Salah ed-Din- Ministry of Justice,Late Roman
4923,Me`arat ha-Nahal,Upper Palaeolithic,1,invalid,1,no,,Flint,none,2.7,none,,Narrow Carinated Scraper;,,Me`arat ha-Nahal,Upper Palaeolithic
4924,Me`arat ha-Nahal,Upper Palaeolithic,1,invalid,1,no,,Flint,none,2.1,none,,Narrow Carinated Scraper;,,Me`arat ha-Nahal,Upper Palaeolithic
4925,Me`arat ha-Nahal,Upper Palaeolithic,1,9,1,yes,,Flint,none,3.1,none,,Narrow Carinated Scraper;,,Me`arat ha-Nahal,Upper Palaeolithic
4926,Me`arat ha-Nahal,Upper Palaeolithic,1,invalid,1,no,,Flint,none,2.8,none,,Narrow Carinated Scraper;,,Me`arat ha-Nahal,Upper Palaeolithic
4927,Me`arat ha-Nahal,Upper Palaeolithic,1,invalid,1,no,,Flint,none,4,none,,Narrow Carinated Scraper on Thick Flake;Denticulated,,Me`arat ha-Nahal,Upper Palaeolithic
4928,Me`arat ha-Nahal,Upper Palaeolithic,1,invalid,1,no,,Flint,none,2.2,none,,Narrow Carinated Scraper on Thick Flake;,,Me`arat ha-Nahal,Upper Palaeolithic
4929,Me`arat ha-Nahal,Upper Palaeolithic,1,invalid,1,no,,Flint,none,3,none,,Narrow Carinated Scraper on Thick Flake;,,Me`arat ha-Nahal,Upper Palaeolithic
4930,Hoga- H.,Byzantine,0,283,1,yes,,Pottery,none,none,none,,Neck-Strainer Jug;Spouted,,Hoga- H.,Byzantine
4931,Jerusalem- Old City,Early Islamic,2,676,1,yes,,Pottery,none,none,none,,"Neck-Strainer Jug;With comb decoration, Plastic decoration",,Jerusalem- Old City,Early Islamic
4932,Horevot Mazada,Early Roman,0,17,1,yes,,Pottery,25,none,none,,Neck-Strainer Jug;,,Horevot Mazada,Early Roman (period)
4933,Caesarea,Fatimid,2,85,1,yes,,Pottery,13.7,none,4.5,,Neck-Strainer Juglet;,,Caesarea,Fatimid
4934,Caesarea,Early Islamic,1,102,1,yes,,Pottery,none,none,none,,Neck-Strainer Juglet;,,Caesarea,Early Islamic
4935,`Atlit,Persian,0,83,1,yes,,"Frit,Faience",none,none,none,,Necklace;,,`Atlit,Persian
4936,Me`arat ha-Nahal,Natufian,1,10,1,yes,,"Stone,Shell",none,none,none,,Necklace;Dentalium,,Me`arat ha-Nahal,Natufian
4937,Jericho- T.,Early Bronze III,1,23,1,yes,,"Copper,Carnelian,Faience",none,none,none,,Necklace;,,Jericho- T.,Early Bronze III
4938,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,Silver,none,none,none,,Necklace;,,`Ujul- T. el-,Middle Bronze II-Late Bronze
4939,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,"Carnelian,Semi-Precious Stone",none,none,none,,Necklace;,,`Ujul- T. el-,Middle Bronze II-Late Bronze
4940,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,Carnelian,none,none,none,,Necklace;,,`Ujul- T. el-,Middle Bronze II-Late Bronze
4941,`Atlit,Persian,0,83,1,yes,,"Silver,Carnelian",none,none,none,,Necklace;,,`Atlit,Persian
4942,`Atlit,Persian,0,83,1,yes,,"Gold,Silver,Carnelian",none,none,none,,Necklace;,,`Atlit,Persian
4943,`Atlit,Persian,0,83,1,yes,,"Glass,Silver,Carnelian",none,none,none,,Necklace;,,`Atlit,Persian
4944,`Atlit,Persian,0,83,1,yes,,"Carnelian,Chalcedony",none,none,none,,Necklace;,,`Atlit,Persian
4945,Holon- Industrial Zone,Early Bronze I,0,327,1,yes,,"Limestone,Carnelian,Agate,Jasper,Rock Crystal,Amethist",none,none,none,,Necklace;,,Holon- Industrial Zone,Early Bronze I
4946,Be'er Sheva`- H. Zafad,Late Chalcolithic,0,129,1,yes,,Steatite,none,none,none,,Necklace;,,Be'er Sheva`- H. Zafad,Late Chalcolithic
4947,Be'er Sheva`- H. Zafad,Late Chalcolithic,0,129,1,yes,,Steatite,none,none,none,,Necklace;,,Be'er Sheva`- H. Zafad,Late Chalcolithic
4948,Be'er Sheva`- H. Zafad,Late Chalcolithic,0,129,1,yes,,Steatite,none,none,none,,Necklace;,,Be'er Sheva`- H. Zafad,Late Chalcolithic
4949,`Arad- T.,Early Bronze II,0,54,1,yes,,Shell,none,none,none,,Necklace;Red Sea Shell,,`Arad- T.,Early Bronze II
4950,`Arad- T.,Early Bronze II,0,54,1,yes,,Frit,none,none,none,,Necklace;,,`Arad- T.,Early Bronze II
4951,`Arad- T.,Early Bronze II,0,54,1,yes,,Shell,none,none,none,,Necklace;Dentalium,,`Arad- T.,Early Bronze II
4952,`Arad- T.,Early Bronze II,0,54,1,yes,,Faience,none,none,none,,Necklace;,,`Arad- T.,Early Bronze II
4953,`Arad- T.,Early Bronze II,0,54,1,yes,,Shell,none,none,none,,Necklace;Red Sea Shell,,`Arad- T.,Early Bronze II
4954,`Arad- T.,Early Bronze II,0,54,1,yes,,Shell,none,none,none,,Necklace;Red Sea Shell,,`Arad- T.,Early Bronze II
4955,`Arad- T.,Early Bronze II,0,54,1,yes,,Shell,none,none,none,,Necklace;Dentalium,,`Arad- T.,Early Bronze II
4956,Nahariyya- Canaanite Temple,Middle Bronze II,0,59,1,yes,,"Stone,Carnelian",none,none,none,,Necklace;,,Nahariyya- Canaanite Temple,Middle Bronze II
